"link","recordID","timestamp","pwa","cer","fulltext_org","pageUUID","editionUUID","titleUUID","editionId","familyId","newspaper_page","newspaper_edition","lplace","location_name","location_coordinates"
"http://www2.statsbiblioteket.dk/mediestream/avis/record/doms_aviser_page%3Auuid%3A04d8d5e1-52db-48f9-9e3b-b5aad8df4ebb","doms_newspaperCollection:uuid:04d8d5e1-52db-48f9-9e3b-b5aad8df4ebb-segment_2","1885-10-22T01:00:00",46.9,0.531,"stor Koldblodighed sogt at udfore sin Plan o« at rydde Lonjeilprasidenlen as Veieu for drr- igjennem at ..gavne Friheven"". Begivcnhede-, v'.l vistnok boS enhver jant FaedrelandSven vaekke en dyd Judignalion oz cn inderlig Bek!age!st over, at del er kcmmcn saa vidt med vore ved en hensynslos Agitation forkvaktidc politiflc Forhold, ot en flig Handling har kunnet vaer« '""ulig. og vi haabe, al e dog rn stor Del al Venstrepartiet vil stulle siz lil disjc Fokclstr. Dbi selve Gjeruingo, og de laklifle Om.\nsUkndluhcde-, der knytte sig lit den, kunnc vi meddele solzence: Po'.iticlS vs'icielle Rappc.t lyder saaledeS:\nDa Konsrilprirsident Estrup j Esierm'ddaa\n5. okln 5 vendte hjem til sin B'pal paa Told- l odv.icn 26, dlcv'han uden ror Porten tiltalt as\net ungt Menneske, der paa uoert Hold esfyrrdc\ntvende Revolver, Tud imod ham, af hvilke de«\nforste si'ndrrrev ha:.s Frakke og pracllede at\nmod en Knap. medens del andet slet ikke ramte\nham. Personen blev straks paagreben af el Par\nMlvnd, der befandt sig i Narhrdrn og ovir- grnrf til tvende Pokillbcljenle. der straks ko« lilSledc og indbragte bam til Pokilistatioue« i Stcre Kongensgade, hvcr han navngav sig\n0 :l n« R .smus'en, ko t her i Staden, 19 Aar gammel og T. p graf. samt straks afgav TU« staaelse om G'erningcn og ongav som Beveeg« grund lit samme, at han ansaa den sor noget nodt. der vilde vaere lil Gavn for Frihede,. Ha > bragles derpaa til Politiets Hovedstation, hver den sotelobtge Undersozelse straks er paa« begyndt. Konsrllvroesidenten beaav siz straks efter det faaledes mod hc>m sorovide Attentat ti! tlsPKid- dags clstab, til hvilket han var indbudt. Den rne af de to Herrer, ter greb For- brydenn var Skibsssrer Larsen, den andm Grocscrer Topen Worm. Gjennem sidfi. nævnte hare pi modtaget foigende Op'-VSninger: Gror-jerer Topen Worm kom Kl. 4'/. gaaev.de sra Lange! init og fik da paa Toldbob- vcicn Oi- paa HS. Epc. Konseilproesident«, der kom gaaende longmmt, ester Sadvane med den ene Haand paa Ryggen. Errs erer Tvpc» Worm fulgte ham m-d Oiet, da det fon- kom bam, at Ministeren havde et tankefnkb eller bekymret Udtryk, og han lagde derved «. faldig Mærke til. at et ungt Mennefle gi! d«, csler Ministeren, men taenkre selvfvlgelig »kt paa. a'. han havde ondt i Suide. Paa rn G »G saa lan to Glimt og hort: to Skud. urfop som Konseilrt«fidenten var i Fard med at gaa ind i sin Gaard. Han ilede lil. men F»- bryderen rar da Hrven greben af den andc» Herre, Skib-forcr Larsen, neloo fom ba, sted i Begreb n ed al affyre det tredie Skab. Grosserer Topen Worm spurgte Hs. Ejrceklrwi, cm han rar kommet til Skade — Ministerens Frakke var birven gjrnaemhullct af et af Sknb- dene — men Ministeren svarede, ak han ske troede drf. Forbryderen lod sig rolig paajrfba og gjorde Jvdtrv'ket as ak roere en kv'd, rrfig Natur. Da GroSscrer Topen Wornr laalrlaSH ovrvrt over Attentatet, henvendte det Spvtgs« maal lil ham: „Er T« da afsindig?« IvarM Fo. bryderen med den sisrste Sindsro: .ftri, men jeg har nu mru Ore-bcvisaivg, Jeg Hood jca h .r ojorf, oz j-g er forlvredt pa» tvge Fs'.gerne.« Da de t» Herrer sty- folgiliz tloaks vilde sikre sig Forbryderens P-v- fon. og derfor vilde tage bam hver : nd r S« Arm. gjorde hans Forfængelighed sig gjoelde nde. Han var oirnfynlig bange for a: blive sit tranS rorter.'k pca denne Maae gjennem <»« d-rn: og rnikebc at komme standdmocSstg lntgl til Slatlvnen. Han erklaercde. al ban i»» vilde gjore Forlog paa at flygte, oz gjentog tf ! a i vidste, hvad han havde gjort, og at bel av var ko:b: mcd ham. Han bevarede hrfc Tid«, medens de to Herrer eflorfrrrde ham. drn f«r-> ste Sindsro og fnlgle dem rolig. To Politiw- tjente kom dem i Mode, da de havde gaarf r« Stykke Vci. og til dem ov:rlcveredc dr F«r» bryder-n.\nfioliicilpræsibcnteuS Portnrrstc bar akg»«t sfl'gciibc Fvrllari. g: Jzaar EflermiddogS mellem Kl. 2 cg S henvendt.- el ganfle U""gt, velklirdt Mcnnefli stG 1 Konscilproesidentens Bopcel med Anmodn-vg om at saa Excellencen i Tale. PorinerKw svarede forst, at Konscilproesidcnlcn ellers plcitb» al give Audiens i Miniucrialbygiiing?n. men b» hun antog, at Vcdkommeude muligen kvr rcrre en Vekjendt af en af Hs. Epeellt«,« Ssnncr, gav hun bam Anvisning paa et Ert igjen Kl. 5, KvnseilprcrstdentenS MiddoaStiW Han S hel- Optroeden var ester Portncrikris Sigende jcrrdcles beskeden og hof ljsg. Fra KonserlprcrfidentcnS Hjem havo »t modtaget wlgende Oplysninger: Konscilprcesidenicn. srm ellers pleier at komme hjem fra Finansministeriet ved Ki 4, var igaar ved tilfcrldige Omstoeudighedcr j»- sinket, saa'cdcs at han forst heuimvl Kt. 9 naaed. sit HuS. Da Portnerkonen — Pwf« neren var i Oiebflkket ikke tilstede — fra sit Kjolkenvindue, som er det lacngst imod OP, saa Konsetlprlrstdenten komme fra Amaliegade, raab i: hun til siu sire ao rige Datter, o. d«n fluide lrcrkk: i Snoren; men da Konseilprirsi- denten til KonenS Forundring ikke kom inb. »g hun ikke horte hans kjendte raste Skridt » Perten, gik hun gjennem det Porten noeimest tiggende Boerelse op ad Trappen for at se, haab der var paa Ferrde, og herte nu et Skud i all«\nvilde jcg aldrig hcvc flirt til Dew; let kan i c stole paa «\nJez takkede ham for Kompliment n og sagde,\nat jeg var overbevist om, at han altid vilde voere meget xo» imcd mig; men et jen var fast bestemt pc« kun ol gifte mig af K ilrrligheb. og „Kicr-tighed"" narrer jeg ilke sov Te:"". V«. I Mo.inijoy«. tilsande jcg. Han mcn»r, at det vor m-g t rigtigere s« to Mennefler. ber rildc gifte siz med binand«, at de parscdc godt sammen, end at de tave forelskede i hiuaudcu, eu Bctinaelje. hvotpaa de.: a-b.nhj«rti»e ung: Mand ikke gp>rte nogen som helst Fordring. Han syntes god: rm mig og kunde tilbyd: mig et Hjem. ct Nev ' m Stilling og den fuldkomneste Ua>h»vngi bt', rf- tcrsom han aldrig vilde ko ftrollrrr min Gjore« og Laden.\nJeg icgvf Ham ilke — Hvad jcg rgc -U, follc mig fristet tit, ... g, sgag., UasHan. gizh.d var det sidste, j-g onflede mig i LEgte- fladet, at den Mand, jcg vilde gifte mig med, langt snarere maatte virre ct Mennefle. til\nhvem jeg helt kunde hengive mig. og hvis Me-\nvinger vare en Lev srr mig. Derved kom ira til o! tanke par, hvad Mr. Holroyd havde sagt til mig: Da jeg forste Gang efter hin Samtal« alter modtc h'.m, sagde jeg tll ham: „Jeg takker Dem for det gode Raad, DO g v mig i FiedagS. Nu indser jeg. hvor ritz- ligt de. car.« (F-rtfatteS.)","doms_aviser_page:uuid:04d8d5e1-52db-48f9-9e3b-b5aad8df4ebb","doms_aviser_edition:uuid:2b884245-c9da-4f2b-8ec3-1d136376ea20","doms_aviser_title:uuid:c16877b9-0005-4501-b5cd-817a576b751e","dagstelegraphen 1885-10-22 001","dagstelegraphen","1","1","København","Glimt\nOre\nTrappen\nLaden\nRyggen\nHold\nEstrup\nPorten\nStilling","10.6366208071,55.8265506273\n10.7195424589,54.813009651\n10.5184355137,55.2963129174\n11.2093857571,54.8021393816\n12.0679776145,54.8831855536\n10.0361245542,55.5086450783\n11.867651022,55.0090391493\n9.5809960431,54.9060915155\n10.166840209,57.1881249667\n9.89908161745,57.3218565666\n10.09607315,57.2300795538\n11.5353571785,54.8687866523\n10.7295647096,57.2324062216\n12.6947098213,55.6936042575\n10.9814092808,54.841329774\n10.7410631646,55.6229479824\n10.8053414198,55.2986544978\n9.15237335184,56.159552214\n11.7376950572,55.4943646393\n10.3702929903,57.3170225821\n9.77248607957,56.9199695374\n8.48627959189,56.3527651298\n10.1415273607,57.3243822736\n10.3454910041,57.3653369003\n9.99165592325,56.0615022891"
"http://www2.statsbiblioteket.dk/mediestream/avis/record/doms_aviser_page%3Auuid%3A318f034b-8279-45d5-adf1-0eb950a2abc0","doms_newspaperCollection:uuid:318f034b-8279-45d5-adf1-0eb950a2abc0-segment_1","1885-10-22T01:00:00",50.5,0.495,"Torsdag deu 22. Oktober\nPar Aar i det Grahcke Høgtrykkeri lier i Hven. men begav -ig derpna li \\\\ I«-, Inor lian blev udlært. Senere ha i lian. soin ovenfor bemærket, .arbejdet hos . t ' ,b , i Nlkjohing j>aa Falster, men lorlod for omtrent et halvt A årstid oden dette Sted og sogte derpå -i Arbejde paa føiskjellige Steder i Landet uden at tinde saadant. Kor omtrent halvanden Maaned siden henvendte han sig derpaa i «/. f s Bogtrykkeri i Toidenskjølds- gaile I >. her i Byen, hvor en af hans Brøilie tidligere har arbejdet. Der \\ar ikke egentlig Trang td flere Kræf- ter paa Salteriet, men da Rnsmu-son paa Foresjiorgsel al Faktoren erklærede. at han ikke v S . ialist og i det Hele ik.e yndede den v drrli;. guaendø Retning, bh v I m antagen. Han har > S.cttei i t vii-t -i. iii en flink og dygtig Arbejder, hvilket ogsaa fieni- gaar al. at han g.jenneinsnitlig fortjente et Par og tyve Kronet om I en. men det oplystes dog efterhaanden, at han vai S . inl- D. inokrat Medlem al Typografernes Fagforening. Forovrigt politiser>de han ingenlunde stærkt og robede i det Hele ingen stæike fanatiske Tendenser, saa at det vakte almindelig F rhavselse l 1,.; dt hans Kolleger. da de erfarede, at han vai den. der havde forovet Attentat -t. Igaar havde KiMovsra #om .ed- vanlig indfundet -ig om Morgenen ved it Arbe de og havde arbejdet iiele Formiddagen. indtil han ved Middagstid Kl. I forlod Suttenet, til hvilket han ikke mere vendte tilbage. Han havde derfra begivetjsig ud i Folketinget, hvor soiii sag Tanken om Attentatet rar opstå aet hos ham. Efterretningen oiu Attentatet spredte sig hurtig i Lo bet at Aftenen over Byen og fremkaldte overalt livlig og stærk 1! v.a d- l-e. Gjennrm O-tcrgadc bølgede iler te le Altenen ' n betydelig Menr.ewnias: c. ivrig spoigei.de om nærmere De'aiiier. Semningeii gik i Almindelighed ud paa at beklage det unge. u belæs Menneske, der er blevet »tier tor den bevidste Demoralisation. som Agitatorerne samvittighedsløst sprede : Befolkningen. I Løbet al Altenen aflagdes der talrige Besøg Kon > fl-pr.e dentens Bolig af Medlemmer af < 'orps iliplo- mati<|ue og andre Ministeren nær- staaende Personer, ligesom der ogsaa indlob taliige Telegrammer. H-. Mai. Å /.'/> t( modtog g ennem Ovi-ihofinar- s< hallen en Meddelelse om det Pu-sc- 1 eih . Da Ministeren Kl. lo vendt, tir age til -it Hjem. bilsedes han med Hurraraa!) af .le udfor Porten mi!- de Personer.\nsom -tanr tul.it i Højde med den. der udfoldes af de lavet e Samfundslags katilinari-ke Exi-tenscr, bar allerede bevæget ig hen til den Grænse. hvor det politiske Mord vel kan viike op- akraMBmeade, men ikke forbai Nogen, d. r me.l Opmærksomhed har fulgt Be- givenhe.lerni Gang her i Landet. I)e Oplysninger, der foran ere givne om Attentatet, lade det vel staa lien som usikkert, oiu nogen Kreds eller nogen enk. lt politisk Personlighed indenfor Oppositionen kan nævnes som den umiddelbar.' Ophavsmand til Typograf Rasmussens Forbrydelse. Men hvad iler er hævet saa afgjort over enhver Tvivl, at Ingen med Held vil kunne 1 r-øge paa at bestride det, er dette, at Forbryderen, der horer til en af den oppositionelle < Organisation Foreninger. se >ni i en Aai række har arbejdet ved fanatiske Yenstreorganer. har sogt at føre de Ideer ud i Livet, som lun her ! ar faaet indpodet, har handlet før ..at gavne Friheden"", som han udtivkber sig. Der foreligger ingensomhelst Føje ti! a anse Rasmussen enten for -inds- foi virret eller som et særlig -h t Individ. Han er < n ung Arlæjder. som Folk ere tiest, med ile intellektuelle og moralske 1 indsætninger, som Mciineskt i i hans Knur almindelig ere s Besiddelse at nær.- letfængelig og mere snar til at udture > n usædvanlig Handling end lians Kammerater, det er Alt. hvad d i synes at være at sig. om haiu. N top derfor > i hans Forbrydelse saa paalidelig en Gradestok for den agitatoriske r. mperatnr. i hvilken han og lians Standsfiellei l. ve ih res Liv. Det er ikke »t halvt Aai siden, at Forbrydelsen i Lov el vi-to Exempl. r paa den sannit- tigheib lo-o Agitations Indvirkning paa to unge Mennesker. Mordattenta- 1. 1 paa Konseilspræsident Estrup har h til fe t et nyt og alvorligere Vidnesbyrd. sørgelige, o i Henseende til de Folger. som Begiv, nlieden drager ned over Gjerningsniaiiden selv, betænkeligere ved det Karlige i dette nve Ud- si.ig foi den fremavlede Fanatisme. Hvad kan i \\ irkeliglieden ogsaa være i turli-erc. . ml a > n Almu. — mund. der atter og atter faar at bore, at Fj> I- ii ii i Lamt. '. at I.amb-jbr- r. r.g l . i.ri/.l, . . mod Folket- Fri- hed c g d. il menige Mands Ret fore R nænt. t her i Danmark, at han tal- d paa at give Fjenden en Fjendes 5 . elm. ? Er det paafaldende. at den. der tidlig out tylles med Forestil- inger c.in Tyran . til Hojbords, at hun Lommer paa Tanken om Drabet at en Tyran som en fædrelandssindet Handling? Er det ikke naturligt, at u< n. der er Vidne til. at i lians Egn Borgerne -uges væbnede med Ilijbr for at gjøre d.-t at med Modstanderne, al han tænker, at Revolveren er lige- saa praktisk et Middel? Eller at den. der ser og horer Trusler om Brug af 6 ' sti:.h<r og !' Iroli iiiit ni .1 Herre- ga.ardene ust raflet fremsatte af selve < »ppositionens Førere, at han finder p >. at et Pistolskud er nok saa nem en Vej soin Mordbrand? \\i vide ikke, om Forbryderen netop har l.est Smutlibinnhriiliii for igaar. men karakteristisk er det i hvert Fald, at Bladet just paa Attentatdagens Morgen bringer en Brandartikel imod Juuht rdoniiin t Dm, niii) /.-. der slutter saaledes :\ni Dem? . men i det Samme affyrede | Rasmussen endnu et Skud. tl.-r dog. form. dent lig h uh Konsejlspraa id. ni i n samtidig gjorde il.-n omtalte 1! eg« Ise. slet ikke ramte. Det var endnu temmelig Ivst. og Optrinet v r derfor !>l.-v«-t bi-ma-iket at tiere Korhigaaende. iler 1 an tig kom t i. S nutidig havde l.vd.-n af 8ku- di-ne allarmeret Hu ts Bel c > re. ..g Konse i-præsidentens t Sønner havde fru Værelserne paa tnfa Sal bort Lyden af Skudene >>g il. de tii. Forinden var dog Gj rtungsmanden allerede Ideven pan greben. Blandt de Personer, der vare ile Første hertil, nævnes i å ro- -ere i / <../, II < , , og Skibsfører Samlidi-.' l.i.-v ih i N er heden putroui derende Betj. nte tilkaldte. og ilis-e anholdt nu Rasmussen «.g g- 1) ham ved Skuldr.-ne for at føre Inm i- rt. Der havde nit da sandet sig i ke saa faa Mennesker, og R is mn en. de. opførte -ig nieuet rolig, bi-mærkede da. at man ikke behøvede at holde saa last paa ham : har vidste godt. hval han havde gjort, cg skulde nok følge med. Derimod had han om. at man vilde gjenime Revolveren, da man o ikk-- behovene at - an i-- ii.ai! - opløb. Konseilspræsidenten, der under hele H. giv. ni. d.-n fuldstændig havd.- i ...ret s>n Kidilbl. i.iighed. havde imedens h> - givet sig op i sin Lejlighed, hvor ban modtog Besog af en at Dlirr., der havde p.aagrebet Rasmussen. Kons.- ls- præsidc ilten opholdt si. imidlertid kun wort i -it H em. idet han — forovrigt iført den samme Overfrakke, der bar Sp : al Attentatet begav -u til Etat-mad H imblaii paa Amag. rlu . >. til hvem han forud var indbudt-n. Pm Stationen i Store Kong. n-gade blev Rasmussen visiteret af den funge- i -i d> I. ilitiu ssist.-nt, t ). .-ri »et . nt> og kort eft.-r ankom Puh 'iiliri', o. nu, jk>rsti og ((/--.-i J'iih(iii,j"" Ut der ..d teleioni-k \\'e vare blevia sutte i Kundskab om Attentatet. Og-aa .lustiti- arins i Krimina!- og Politin tten. Malin indfandt sig paa Stationen. lier i Lobet af Eftermiuiiagen i det Hele modtog en Række Ro-og ,.f Foi -kjelliue. dt i ønskede at hore Nærmere om Attentatet. Fdenfi r Stationen Vi l d- r i Lobet af Altenen sandet en Del Mennesker. Etter et kort Forhor paa Politistationen Lorte anden Polil iinspektøi n.efl R -mus-en i en Drost like op til Hoved t ilionen, og hei foretog nu i Løbet ! Aftenen Pi litik ve ktoren det egentlige Forhor. I dette ei kiærede Rasmus-, n. at lian aldele- ingen Med kyldige havde clh-r ved nogen Opfordring udefra var bragt til at forøve Attentatet. Revolveren tilligemed e. flo Patroner, der fandt. - i ban- Besiddelse, vil han have kjobt. medens han arbejdede i Amj .lo, tim i""- Bogtrykkeri i Nykjøbiiig paa Falster paa det Tidspunkt, da Riffelbevægelsen op-tod derovre. hhni om ""i joy, > . - Atoni'ii j,(iu A' o/- / o'n-.-t- <li liti-H I lt. Ojihtail hos haiil -dnoie Dil'l fjh ' 't Ih ii'j i Foll.i fi „ip t, og det synes, som om lian derfra strax har begivet sig ud til Konsejlspræsid.-ntens Bolig. Han erklærer at have forøvet Attentatet at jmlitisl.. Ihooih. idet han mente, at ilet vilde være til Held for Landet. Hvorvidt hans Udsagn om at ban ingen Medskyldige har. er ri""- tigt. vil man nu formentlig lun Leflm- hed til at overtyde sig om ved den Beslaglæggelse af huns Papirer, -om strax iaftes foretoges af Politiet. Revolveren er et temmelig lille Yaaben med sex Lob, af hvilke ile to ved Paagri- gri belsen vare affyrede, medens ile lire andre endnu vare ladte.\nFra Kjøbenhavns Politi have ii t<s modtaget følgeiul"" Meddelelse Attentatet:\nDa Konseilspræsident Estiup i Eftermiddags Kl. ""> vendte hjem til sin Bop, i-l paa Toldhodvejeu 2>>. blev ban ndentor Porten tiltalt af et ungt Menneske. der paa nært Hold affyrede tvende Revolvei kud imod ham. al hvilke det forste sønderrev hans Krakke og prellede af mod en Knap. nu dens det andet sh-t ikke lainte ham. Personen bh-v strax paagreben at et Par Mænd. der befandt sig i Nærheden. og overgiven til tvende Politibetjente, der strax kom tilstede og indbragte ham til Politistationen i Store Kongen-gade, hvor han navngav -ig Julius Ib i „ni o, , født her i Staden, lo Aar gammel og Typograf, -amt strax afgav Tilstanelse om Gjerningen og angav soin Bevæggrund til samme, at han an-aa den for noget Godt, iler vilde være til Gavn for Eliheden. Han bragtes derpaa til Politiets Hovedstation, livoi den foreløbigt Undersøgelse -trax er paabegyndt. Kon-oil præ-identen begav sig strax etter det saaledes imod ham forøvede Mordattentat til et Middag-<e!-kal>. til hvilket lian var indbudt.\nSelvfølgelig gaar det ikk«- 1 Længden. 1 Fredags har de ganske vist spændt Folketinget ud at Spillet, men Gjen- gjaddelsen vil kouime over dem, som den kom over deres franske Stands- fæller. Herpaa tyder den voxende Lidenskabeligbed paa begge Sider, thi Lidenskabelighed bos en Regering er altid Tegn paa Svaghed, hos et Folk Tegn paa Styrke. Og alle de Udslag, som de sidste Rigsdagsbegivenheder, Forsøgene paa Oprettelsen af Junker- dømiiiet Danmark, vil give. hilser vi derfor velkomne i Landet.\nDet første Mordattentat paa en dansk Minister staar ikke -om en af de Begivenheder, der nu og da skyde frem i Historien som Lyn fra en klar Himmel, en af dem, der ere uden paa- viselig Forbindelse med samtidige Forhold og Tilstande og forsvinde uden Virkning, som de ere fremtraadte uden Aar-ag. Tværtimod. Den Agitation, offentlig og undcrhnnnds. der i de sidste I '» Aar og ganske særlig i det sidste Par Aar er dreven her i Landet i Ly at Lovens Tavshed. Myndighedernes Tilbageholdenhed og den oplyste offentlige Menings Frihedssyin- patliier, forer efter alle Naturens Regler til Resultater som dette. Denne Agitation, i hvilken Venstre og Socialisterne ere mødtes efter længe hver at have arbejdet ad egne Veje. og til hvilken i den senere Tid de Liberale hav sluttet - ig med en Fanatisme,\nSaadan Usæd giver saadan Frugt. Dg som Vidnesbyrd om, at Udsæden er falden i god Jord ogsaa andetsteds, end hvor Frugterne foreligge, skulle vi anføre, at vi ved iaftes at færdes igjen- nem Hovedstadens Gader ved Siden af den almindelige Glæde over Attentatets Fejislagen og Harmen over Forbrydelsen. eller rettere inoil dens moralske Anstiftere, tillige fra enkelte Personer, hvi- politiske Trosliekjendelse ikke kunde v ære tvivlsom, borte Beklagelser over, at Forbrydelsen ikke var lykkedes. Men ganske bortset herfra tro vi, at Attentatet paa Konseilspræsidenten og det Udspring, som lader sig eftervise for det, indeholder det mest uforkastelige Vidnesbyrd til Fordel for. hvad Jfagbliuli't allerede for et halvt Aar siden har fremhævet, øg hvad\nOm Gjerningsmanden, Juliu.s Iiu<- 1,0 der er I!> Aar gammel, blond, velklædt og med et net Væsen, kunne vi oplyse Følgende: Han er født her i Byen og Son af agtværdige Forældre: ligesom sine to ældre Brodre blev ban uddannet tii Typograf Han lærte i et","doms_aviser_page:uuid:318f034b-8279-45d5-adf1-0eb950a2abc0","doms_aviser_edition:uuid:e808cac4-65ab-4dec-bfe8-61fcb6019d55","doms_aviser_title:uuid:d55892ba-d236-4e90-bb83-4454b3c3607d","dagbladetkoebenhavn1851 1885-10-22 001","dagbladetkoebenhavn1851","1","1","København","Fald\nVeje\nLøbet\nMiddag\nFriheden\nHold\nFalster\nEstrup\nPorten\nByen","8.59744950799,56.9222199896\n8.40207061074,56.3061076003\n9.68843887221,55.2225218836\n11.1723428585,57.2852116788\n10.4580351353,57.4151316479\n11.2953196061,55.2143018235\n11.4755552891,55.6529694377\n9.15237335184,56.159552214\n11.8992910001,54.8501919833\n11.7376950572,55.4943646393\n10.3702929903,57.3170225821\n9.77248607957,56.9199695374\n8.48627959189,56.3527651298\n10.1415273607,57.3243822736\n10.3454910041,57.3653369003\n8.39276925385,55.4329764527"
